Unnamed: 0,pdf,authors,titles,number,available,filename
34,https://psb.stanford.edu/psb-online/proceedings/psb02/guhathakurta.pdf,"D. Guhathakurta, L.A. Schriefer, M.C. Hresko, R.H. Waterston, and G.D. Stormo",Identifying Muscle Regulatory Elements and Genes in the Nematode Caenorhabditis Elegans,34.0,True,2002\34_main_body.txt
35,https://psb.stanford.edu/psb-online/proceedings/psb02/hartemink.pdf,"A.J. Hartemink, D.K. Gifford, T.S. Jaakkola, and R.A. Young",Combining Location and Expression Data for Principled Discovery of Genetic Regulatory Network Models,35.0,True,2002\35_main_body.txt
36,https://psb.stanford.edu/psb-online/proceedings/psb02/hucka.pdf,"M. Hucka, A. Finney, H.M. Sauro, H. Bolouri, J. Doyle, and H. Kitano",The ERATO Systems Biology Workbench: Enabling Interaction and Exchange Between Software Tools for Computational Biology,36.0,True,2002\36_main_body.txt
37,https://psb.stanford.edu/psb-online/proceedings/psb02/kurhekar.pdf,"M.P. Kurhekar, S. Adak, S. Jhunjhunwala, and K. Raghupathy",Genome-Wide Pathway Analysis and Visualization Using Gene Expression Data,37.0,True,2002\37_main_body.txt
38,https://psb.stanford.edu/psb-online/proceedings/psb02/pavlidis.pdf,"P. Pavlidis, D.P. Lewis, and W.S. Noble",Exploring Gene Expression Data with Class Scores,38.0,True,2002\38_main_body.txt
39,https://psb.stanford.edu/psb-online/proceedings/psb02/shrager.pdf,"J. Shrager, P. Langley, and A. Pohorille",Guiding Revision of Regulatory Models with Expression Data,39.0,True,2002\39_main_body.txt
40,https://psb.stanford.edu/psb-online/proceedings/psb02/yoo.pdf,"C. Yoo, V. Thorsson, and G.F. Cooper",Discovery of Causal Relationships in a Gene-Regulation Pathway from a Mixture of Experimental and Observational DNA Microarray Data,40.0,True,2002\40_main_body.txt
41,https://psb.stanford.edu/psb-online/proceedings/psb02/zilvermit.pdf,"M. Zilversmit, P. O'Grady, and R. Desalle","Shallow Genomics, Phylogenetics, and Evolution in the Family Drosophilidae",41.0,True,2002\41_main_body.txt
42,https://psb.stanford.edu/psb-online/proceedings/psb02/wang.pdf,"L.-S. Wang, R.K. Jansen, B.M.E. Moret, L.A. Raubeson, and T. Warnow",Fast Phylogenetic Methods for the Analysis of Genome Rearrangement Data: An Empirical Study,42.0,True,2002\42_main_body.txt
43,https://psb.stanford.edu/psb-online/proceedings/psb02/page.pdf,R.D.M. Page and J.A. Cotton,Vertebrate Phylogenomics: Reconciled Trees and Gene Duplications,43.0,True,2002\43_main_body.txt
44,https://psb.stanford.edu/psb-online/proceedings/psb02/fernandez-recio.pdf,"J. Fernandez-Recio, M. Totrov, and R. Abagyan",Screened Charge Electrostatic Model in Protein-Protein Docking Simulations,44.0,True,2002\44_main_body.txt
45,https://psb.stanford.edu/psb-online/proceedings/psb02/leslie.pdf,"C. Leslie, E. Eskin, and W.S. Noble",The Spectrum Kernel: A String Kernel for SVM Protein Classification,45.0,True,2002\45_main_body.txt
46,https://psb.stanford.edu/psb-online/proceedings/psb02/nielsen.pdf,R. Nielsen and J. P Huelsenbeck,Detecting Positively Selected Amino Acid Sites Using Posterior Predictive P-Values,46.0,True,2002\46_main_body.txt
47,https://psb.stanford.edu/psb-online/proceedings/psb02/radivojac.pdf,"P. Radivojac, Z. Obradovic, C.J. Brown, and A.K. Dunker",Improving Sequence Alignments For Intrinsically Disordered Proteins,47.0,True,2002\47_main_body.txt
48,https://psb.stanford.edu/psb-online/proceedings/psb02/saunders.pdf,"J.A. Saunders, K.D. Gibson, and H.A. Scheraga",ab initio Folding of Multiple-Chain Proteins,48.0,True,2002\48_main_body.txt
49,https://psb.stanford.edu/psb-online/proceedings/psb02/schonfeld.pdf,"J. Schonfeld, O. Eulenstein, K. Vander Velden, and G.J.P. Naylor",Investigating Evolutionary Lines of Least Resistance Using the Inverse Protein-Folding Problem,49.0,True,2002\49_main_body.txt
50,https://psb.stanford.edu/psb-online/proceedings/psb02/soyer.pdf,"O. Soyer, M.W. Dimmic, R.R. Neubig, and R.A. Goldstein",Using Evolutionary Methods to Study G-Protein Coupled Receptors,50.0,True,2002\50_main_body.txt
51,https://psb.stanford.edu/psb-online/proceedings/psb02/stawiski.pdf,"E.W. Stawiski, Y. Mandel-Gutfreund, A.C. Lowenthal, and L.M. Gregoret",Progress in Predicting Protein Function from Structure: Unique Features of O-Glycosidases,51.0,True,2002\51_main_body.txt
52,https://psb.stanford.edu/psb-online/proceedings/psb02/vert.pdf,J.-P. Vert,Support Vector Machine Prediction of Signal Peptide Cleavage Site Using a New Class of Kernels for Strings,52.0,True,2002\52_main_body.txt
53,https://psb.stanford.edu/psb-online/proceedings/psb02/will.pdf,S. Will,Constraint-Based Hydrophobic Core Construction for Protein Structure Prediction in the Face-Centered-Cubic Lattice,53.0,True,2002\53_main_body.txt
54,https://psb.stanford.edu/psb-online/proceedings/psb02/zhou.pdf,R. Zhou and B.D. Silverman,Detecting Native Protein Folds Among Large Decoy Sets with Hydrophobic Moment Profiling,54.0,True,2002\54_main_body.txt
0,https://psb.stanford.edu/psb-online/proceedings/psb03/berrar.pdf,"D.P. Berrar, C.S. Downes, W. Dubitzky",Multiclass Cancer Classification Using Gene Expression Profiling and Probabilistic Neural Networks,0.0,True,2003\0_main_body.txt
1,https://psb.stanford.edu/psb-online/proceedings/psb03/dehoon.pdf,"M.J.L. de Hoon, S. Imoto, K. Kobayashi, N. Ogasawara, S. Miyano",Inferring Gene Regulatory Networks from Time-Ordered Gene Expression Data of Bacillus Subtilis Using Differential Equations,1.0,True,2003\1_main_body.txt
2,https://psb.stanford.edu/psb-online/proceedings/psb03/eskin.pdf,"E. Eskin, M. Gelfand, P. Pevzner",Genome-Wide Analysis of Bacterial Promoter Regions,2.0,True,2003\2_main_body.txt
3,https://psb.stanford.edu/psb-online/proceedings/psb03/ganesh.pdf,"R. Ganesh, T.R. Ioerger, D.A. Siegele",MOPAC: MOtif Finding by Preprocessing and Agglomerative Clustering from Microarrays,3.0,True,2003\3_main_body.txt
4,https://psb.stanford.edu/psb-online/proceedings/psb03/jaeger.pdf,"J. Jaeger, R. Sengupta, W.L. Ruzzo",Improved Gene Selection for Classification of Microarrays,4.0,True,2003\4_main_body.txt
5,https://psb.stanford.edu/psb-online/proceedings/psb03/li.pdf,"H. Li, Y. Luan",Kernel Cox Regression Models for Linking Gene Expression Profiles to Censored Survival Data,5.0,True,2003\5_main_body.txt
6,https://psb.stanford.edu/psb-online/proceedings/psb03/murali.pdf,"T.M. Murali, S. Kasif",Extracting Conserved Gene Expression Motifs from Gene Expression Data,6.0,True,2003\6_main_body.txt
7,https://psb.stanford.edu/psb-online/proceedings/psb03/segal.pdf,"E. Segal, A. Battle, D. Koller",Decomposing Gene Expression into Cellular Processes,7.0,True,2003\7_main_body.txt
8,https://psb.stanford.edu/psb-online/proceedings/psb03/altenbaugh.pdf,"R.E. Altenbaugh, K.J. Kauffman, J.S. Edwards",Suitability and Utility of Computational Analysis Tools: Characterization of Erythrocyte Parameter Variation,8.0,True,2003\8_main_body.txt
9,https://psb.stanford.edu/psb-online/proceedings/psb03/antoniotti.pdf,"M. Antoniotti, F. Park, A. Policiriti, N. Ugel, B. Mishra",Foundations of a Query and Simulation System for the Modeling of Biochemical and Biological Processes,9.0,True,2003\9_main_body.txt
10,https://psb.stanford.edu/psb-online/proceedings/psb03/chrisman.pdf,"L. Chrisman, P. Langley, S. Bay",Incorporating Biological Knowledge into Evaluation of Causal Regulatory Hypotheses,10.0,True,2003\10_main_body.txt
11,https://psb.stanford.edu/psb-online/proceedings/psb03/deng.pdf,"M. Deng, F. Sun, T. Chen",Assessment of the reliability of protein-protein interactions and protein function prediction,11.0,True,2003\11_main_body.txt
12,https://psb.stanford.edu/psb-online/proceedings/psb03/matsuno.pdf,"H. Matsuno, R. Murakani, R. Yamane, N. Yamasaki, S. Fujita, H. Yoshimori, S. Miyano",Boundary Formation by Notch Signaling in Drosophila Multicellular Systems: Experimental Observations and Gene Network Modeling by Genomic Object Net,12.0,True,2003\12_main_body.txt
13,https://psb.stanford.edu/psb-online/proceedings/psb03/smith.pdf,"V.A. Smith, E.D. Jarvis, A.J. Hartemink",Influence of Network Topology and Data Collection on Network Inference,13.0,True,2003\13_main_body.txt
14,https://psb.stanford.edu/psb-online/proceedings/psb03/edgar.pdf,"R.C. Edgar, K. Sjölander",Simultaneous Sequence Alignment and Tree Construction Using Hidden Markov Models,14.0,True,2003\14_main_body.txt
15,https://psb.stanford.edu/psb-online/proceedings/psb03/kersting.pdf,"K. Kersting, T. Raiko, S. Kramer, L. De Raedt",Towards Discovering Structural Signatures of Protein Folds Based on Logical Hidden Markov Models,15.0,True,2003\15_main_body.txt
16,https://psb.stanford.edu/psb-online/proceedings/psb03/liang.pdf,"M.P. Liang, D.L. Brutlag, R.B. Altman",Automated Construction of Structural Motifs for Predicting Functional Sites on Protein Structures,16.0,True,2003\16_main_body.txt
17,https://psb.stanford.edu/psb-online/proceedings/psb03/radivojac.pdf,"P. Radivojac, Z. Obradovic, C.J. Brown, A.K. Dunker",Prediction of Boundaries Between Intrinsically Ordered and Disordered Protein Regions,17.0,True,2003\17_main_body.txt
18,https://psb.stanford.edu/psb-online/proceedings/psb03/singh.pdf,"R. Singh, M. Saha",Identifying Structural Motifs in Proteins,18.0,True,2003\18_main_body.txt
19,https://psb.stanford.edu/psb-online/proceedings/psb03/song.pdf,"G. Song, S. Thomas, K.A. Dill, J.M. Scholtz, N.M. Amato",A Path Planning-Based Study of Protein Folding with a Case Study of Hairpin Formation in Protein G and L,19.0,True,2003\19_main_body.txt
20,https://psb.stanford.edu/psb-online/proceedings/psb03/vonohsen.pdf,"N. von Öhsen, I. Sommer, R. Zimmer",Profile-Profile Alignment: A Powerful Tool for Protein Structure Prediction,20.0,True,2003\20_main_body.txt
21,https://psb.stanford.edu/psb-online/proceedings/psb03/xu.pdf,"J. Xu, M. Li, G. Lin, D. Kim, Y. Xu",Protein Threading by Linear Programming,21.0,True,2003\21_main_body.txt
22,https://psb.stanford.edu/psb-online/proceedings/psb03/addarioberry.pdf,"L. Addario-Berry, M. Hallett, J. Lagergren",Towards Identifying Lateral Gene Transfer Events,22.0,True,2003\22_main_body.txt
23,https://psb.stanford.edu/psb-online/proceedings/psb03/cheremushkin.pdf,"E. Cheremushkin, A. Kel",Whole Genome Human/Mouse Phylogenetic Footprinting of Potential Transcription Regulatory Signals,23.0,True,2003\23_main_body.txt
24,https://psb.stanford.edu/psb-online/proceedings/psb03/kahveci.pdf,"T. Kahveci, A. Singh",MAP: Searching Large Genome Databases,24.0,True,2003\24_main_body.txt
25,https://psb.stanford.edu/psb-online/proceedings/psb03/nakhleh.pdf,"L. Nakhleh, J. Sun, T. Warnow, C.R. Linder,  B.M.E. Moret, A. Tholse",Towards the Development of Computational Tools for Evaluating Phylogenetic Network Reconstruction Methods,25.0,True,2003\25_main_body.txt
26,https://psb.stanford.edu/psb-online/proceedings/psb03/olman.pdf,"V. Olman, D. Xu, Y. Xu",Identification of Regulatory Binding Sites Using Minimum Spanning Trees,26.0,True,2003\26_main_body.txt
27,https://psb.stanford.edu/psb-online/proceedings/psb03/ott.pdf,"S. Ott, Y. Tamada, H. Bannai, K. Nakai, and S. Miyano",Intrasplicing - Analysis of Long Intron Sequences,27.0,True,2003\27_main_body.txt
28,https://psb.stanford.edu/psb-online/proceedings/psb03/phang.pdf,"T.L. Phang, M.C. Neville, M. Rudolph, L. Hunter",Trajectory Clustering: A Non-Parametric Method for Grouping Gene Expression Time Courses with Applications to Mammary Development,28.0,True,2003\28_main_body.txt
29,https://psb.stanford.edu/psb-online/proceedings/psb03/wu.pdf,"S. Wu, X. Gu",Algorithms for Multiple Genome Rearrangement by Signed Reversals,29.0,True,2003\29_main_body.txt
30,https://psb.stanford.edu/psb-online/proceedings/psb03/yada.pdf,"T. Yada, Y. Totoki, Y. Takaeda, Y. Sakaki, T. Takagi",DIGIT: A Novel Gene Finding Program by Combining Gene-Finders,30.0,True,2003\30_main_body.txt
31,https://psb.stanford.edu/psb-online/proceedings/psb03/glenisson.pdf,"P. Glenisson, P. Antal, J. Mathys, Y. Moreau, B. De Moor",Evaluation of the Vector Space Representation in Text-Based Gene Clustering,31.0,True,2003\31_main_body.txt
32,https://psb.stanford.edu/psb-online/proceedings/psb03/hanisch.pdf,"D. Hanisch, J. Fluck, HT. Mevissen, R. Zimmer",Playing Biology's Name Game: Identifying Protein Names in Scientific Text,32.0,True,2003\32_main_body.txt
33,https://psb.stanford.edu/psb-online/proceedings/psb03/liu.pdf,"H. Liu, C. Friedman",Mining Terminological Knowledge in Large Biomedical Corpora,33.0,True,2003\33_main_body.txt
34,https://psb.stanford.edu/psb-online/proceedings/psb03/narayanaswamy.pdf,"M. Narayanaswamy, K. E. Ravikumar, K. Vi jay-Shanker",A Biological Named Entity Recognizer,34.0,True,2003\34_main_body.txt
35,https://psb.stanford.edu/psb-online/proceedings/psb03/sarkar.pdf,"I.N. Sarkar, M.N. Cantor, R. Gelman, F. Hartel, Y.A. Lussier",Linking Biomedical Language Information and Knowledge Resources in the 21st Century: GO and UMLS,35.0,True,2003\35_main_body.txt
36,https://psb.stanford.edu/psb-online/proceedings/psb03/schwartz.pdf,"A.S. Schwartz, M.A. Hearst",A Simple Algorithm for Identifying Abbreviation Definitions in Biomedical Text,36.0,True,2003\36_main_body.txt
37,https://psb.stanford.edu/psb-online/proceedings/psb03/aviitzhak.pdf,"H.I. Avi-Itzhak, X. Su, F.M. De La Vega",Selection of Minimum Subsets of Single Nucleotide Polymorphisms to Capture Haplotype Block Diversity,37.0,True,2003\37_main_body.txt
38,https://psb.stanford.edu/psb-online/proceedings/psb03/comeron.pdf,"J.M. Comeron, M. Kreitman, F.M. De La Vega",On the Power to Detect SNP/Phenotype Association in Candidate Quantitative Trait Loci Genomic Regions: A Simulation Study,38.0,True,2003\38_main_body.txt
39,https://psb.stanford.edu/psb-online/proceedings/psb03/gordon.pdf,"D. Gordon, M.A. Levenstien, S.J. Finch, J. Ott",Errors and Linkage Disequilibrium Interact Multiplicatively When Computing Sample Sizes for Genetic Case-Control Association Studies,39.0,True,2003\39_main_body.txt
40,https://psb.stanford.edu/psb-online/proceedings/psb03/koivisto.pdf,"M. Koivisto, M. Perola, T. Varilo, W. Hennah, J. Ekelund, M. Lukk, L. Peltonen, E. Ukkonen, H. Mannila",An MDL Method for Finding Haplotype Blocks and for Estimating the Strength of Haplotype Block Boundaries,40.0,True,2003\40_main_body.txt
41,https://psb.stanford.edu/psb-online/proceedings/psb03/lancaster.pdf,"A. Lancaster, M. Nelson, D. Meyer, R. Single, G. Thomson",PyPop: A Software Framework for Population Genomics: Analyzing Large-Scale Multi-Locus Genotype Data,41.0,True,2003\41_main_body.txt
42,https://psb.stanford.edu/psb-online/proceedings/psb03/rannala.pdf,"B. Rannala, J.P. Reeve",Joint Bayesian Estimation of Mutation Location and Age Using Linkage Disequilibrium,42.0,True,2003\42_main_body.txt
43,https://psb.stanford.edu/psb-online/proceedings/psb03/stryke.pdf,"D. Stryke, C.C. Huang, M. Kawamoto, S.J. Johns, E.J. Carlson, J.A. Deyoung, M.K. Leabman, I. Herskowitz, K.M. Giacomini, T.E. Ferrin",SNP Analysis and Presentation in the Pharmacogenetics of Membrane Transporters Project,43.0,True,2003\43_main_body.txt
44,https://psb.stanford.edu/psb-online/proceedings/psb03/tsalenko.pdf,"A. Tsalenko, A. Ben-Dor, N. Cox, Z. Yakhini",Methods for Analysis and Visualization of SNP Genotype Data for Complex Diseases,44.0,True,2003\44_main_body.txt
45,https://psb.stanford.edu/psb-online/proceedings/psb03/badea.pdf,L. Badea,Functional Discrimination of Gene Expression Patterns in Terms of the Gene Ontology,45.0,True,2003\45_main_body.txt
46,https://psb.stanford.edu/psb-online/proceedings/psb03/hahn.pdf,"U. Hahn, S. Schulz",Towards a Broad-Coverage Biomedical Ontology Based on Description Logics,46.0,True,2003\46_main_body.txt
47,https://psb.stanford.edu/psb-online/proceedings/psb03/lambrix.pdf,"P. Lambrix, A. Edberg",Evaluation of Ontology Merging Tools in Bioinformatics,47.0,True,2003\47_main_body.txt
48,https://psb.stanford.edu/psb-online/proceedings/psb03/lord.pdf,"P.W. Lord, R.D. Stevens, A. Brass, C.A.Goble",Semantic Similarity Measures as Tools for Exploring the Gene Ontology,48.0,True,2003\48_main_body.txt
49,https://psb.stanford.edu/psb-online/proceedings/psb03/tulipano.pdf,"P.K. Tulipano, W. Millar, J.J. Cimino",Linking Molecular Imaging Terminology to the Gene Ontology (GO),49.0,True,2003\49_main_body.txt
50,https://psb.stanford.edu/psb-online/proceedings/psb03/wroe.pdf,"C.J. Wroe, R. Stevens, C.A. Goble, M. Ashburner",A Methodology to Migrate the Gene Ontology to a Description Logic Environment Using DAML+OIL,50.0,True,2003\50_main_body.txt
0,https://psb.stanford.edu/psb-online/proceedings/psb01/butte.pdf,"A. J. Butte, J.Ye, G. Niederfellner, K. Rett, H.U. Häring, M.F.White,  and  I. S. Kohane      ",Determining Significant Fold Differences in Gene Expression Analysis,0.0,True,2001\0_main_body.txt
1,https://psb.stanford.edu/psb-online/proceedings/psb01/gordon.pdf,D. Gordon and J. Ott        ,Assessment and Management of Single Nucleotide Polymorphism Genotype  Errors in Genetic Association,1.0,True,2001\1_main_body.txt
2,https://psb.stanford.edu/psb-online/proceedings/psb01/kim.pdf,"J.H. Kim, L. Ohno-Machado, and I.S. Kohane          ",Unsupervised Learning from Complex Data: The Matrix Incision Tree Algorithm,2.0,True,2001\2_main_body.txt
3,https://psb.stanford.edu/psb-online/proceedings/psb01/klus.pdf,"G.T. Klus, A. Song, A. Schick, M. Wahde, and Z. Szallasi    ",Mutual Information Analysis as a Tool to Assess the Role of Aneuploidy in the Generation of Cancer-Associated Differential Gene Expression Patterns,3.0,True,2001\3_main_body.txt
4,https://psb.stanford.edu/psb-online/proceedings/psb01/park.pdf,"P.J. Park, M. Pagano, and M. Bonetti                ",A Nonparametric Scoring Algorithm for Identifying Informative Genes from  Microarray Data,4.0,True,2001\4_main_body.txt
5,https://psb.stanford.edu/psb-online/proceedings/psb01/alex.pdf,A.T. Alexandresc,An NMR-Based Quenched Hydrogen Exchange Investigation of Model  Amyloid Fibrils Formed by Cold Shock Protein A,5.0,True,2001\5_main_body.txt
6,https://psb.stanford.edu/psb-online/proceedings/psb01/prompers.pdf,"J.J. Prompers, S.F. Lienin, and R. Brüschweile",Collective Reorientational Motion and Nuclear Spin Relaxation in Proteins,6.0,True,2001\6_main_body.txt
7,https://psb.stanford.edu/psb-online/proceedings/psb01/williams.pdf,"R.M. Williams, Z. Obradovic, V. Mathura, W. Braun, E.C. Garner,  J. Young, S. Takayama, C. J. Brown, and A.K. Dunke",The Protein Non-Folding Problem: Amino Acid Determinants of Intrinsic  Order and Disorder,7.0,True,2001\7_main_body.txt
8,https://psb.stanford.edu/psb-online/proceedings/psb01/benham.pdf,C.J. Benha,Stress-Induced DNA Duplex Destabilization in Transcriptional  Initiation,8.0,True,2001\8_main_body.txt
9,https://psb.stanford.edu/psb-online/proceedings/psb01/benos.pdf,"P.V. Benos, A.S. Lapedes, D.S. Fields, and G.D. Stormo",SAMIE:  Statistical Algorithm for Modeling Interaction Energies,9.0,True,2001\9_main_body.txt
10,https://psb.stanford.edu/psb-online/proceedings/psb01/liu.pdf,"X. Liu, D.L. Brutlag, and J.S. Li",BioProspector: Discovering Conserved DNA Motifs in Upstream Regulatory  Regions of Co-Expressed Genes,10.0,True,2001\10_main_body.txt
11,https://psb.stanford.edu/psb-online/proceedings/psb01/mg.pdf,"Y. Mandel-Gutfreund, A. Baron, and H. Margali",A Structure-Based Approach for Prediction of Protein Binding Sites in  Gene-Upstream Regions,11.0,True,2001\11_main_body.txt
12,https://psb.stanford.edu/psb-online/proceedings/psb01/pavlidis.pdf,"P. Pavlidis, T. S. Furey, M. Liberto, D. Haussler, and W. N. Grund",Promoter Region-Based Classification of Genes,12.0,True,2001\12_main_body.txt
13,https://psb.stanford.edu/psb-online/proceedings/psb01/conery.pdf,J.S. Conery and M. Lync,Nucleotide Substitutions and the Evolution of Duplicate Genes,13.0,True,2001\13_main_body.txt
14,https://psb.stanford.edu/psb-online/proceedings/psb01/hein.pdf,J. Hei,An Algorithm for Statistical Alignment of Sequences Related by a Binary Tree,14.0,True,2001\14_main_body.txt
15,https://psb.stanford.edu/psb-online/proceedings/psb01/koshi.pdf,K.M. Koshi and R.A. Goldstei,Analyzing Rate Heterogeneity During Protein Evolution,15.0,True,2001\15_main_body.txt
16,https://psb.stanford.edu/psb-online/proceedings/psb01/rzhetsky.pdf,A. Rzhetsky and P. Morozov,Markov Chain Monte Carlo Computation of Confidence Intervals for  Substitution-Rate Variation in Proteins,16.0,True,2001\16_main_body.txt
17,https://psb.stanford.edu/psb-online/proceedings/psb01/tavare.pdf,"S. Tavaré, D.C. Adams, O. Fedrigo, and G.J.P. Naylo",A Model for Phylogenetic Inference Using Structural and Chemical Covariates,17.0,True,2001\17_main_body.txt
18,https://psb.stanford.edu/psb-online/proceedings/psb01/yang.pdf,Z. Yan,Maximum Likelihood Analysis of Adaptive Evolution in HIV-1 Gp120  env Gene,18.0,True,2001\18_main_body.txt
19,https://psb.stanford.edu/psb-online/proceedings/psb01/banatao.pdf,"D.R. Banatao, C.C. Huang, P.C. Babbitt, R.B. Altman, and T.E. Klein",ViewFeature: Integrated Feature Analysis and Visualization,19.0,True,2001\19_main_body.txt
20,https://psb.stanford.edu/psb-online/proceedings/psb01/dimitrov.pdf,A.G. Dimitrov and J.P. Mille,Analyzing Sensory Systems with the Information Distortion Function,20.0,True,2001\20_main_body.txt
21,https://psb.stanford.edu/psb-online/proceedings/psb01/grate.pdf,"L. Grate, M. Diekhans, D. Dahle, and R. Hughe",Sequence Analysis With the Kestrel SIMD Parallel Processor,21.0,True,2001\21_main_body.txt
22,https://psb.stanford.edu/psb-online/proceedings/psb01/guda.pdf,"C. Guda, E. D. Scheeff, P. E. Bourne, and I. N. Shindyalo",A New Algorithm for the Alignment of Multiple Protein Structures Using Monte  Carlo Optimization,22.0,True,2001\22_main_body.txt
23,https://psb.stanford.edu/psb-online/proceedings/psb01/hsu.pdf,T. Hsu and P. Cul,Gene Verification and Discovery by Walking Tree Method,23.0,True,2001\23_main_body.txt
24,https://psb.stanford.edu/psb-online/proceedings/psb01/hvidsten.pdf,"T.R. Hvidsten, J. Komorowski, A.K. Sandvik, and A. Lægreid",Predicting Gene Function from Gene Expressions and Ontologies,24.0,True,2001\24_main_body.txt
25,https://psb.stanford.edu/psb-online/proceedings/psb01/martins.pdf,"W.S. Martins, J.B. Del Cuvillo, F.J. Useche, K.B. Theobald, and G.R. Ga",A Multithreaded Parallel Implementation of a Dynamic Programming  Algorithm for Sequence Comparison,25.0,True,2001\25_main_body.txt
26,https://psb.stanford.edu/psb-online/proceedings/psb01/rice.pdf,E. Rice and R. Hughey,Molecular Fingerprinting on the SIMD Parallel Processor Kestrel,26.0,True,2001\26_main_body.txt
27,https://psb.stanford.edu/psb-online/proceedings/psb01/sasik.pdf,"R. Sásik, T. Hwa, N. Iranfar, and W.F. Loomi",Percolation Clustering: A Novel Algorithm Applied to the Clustering of  Gene Expression Patterns in Dictyostelium Development,27.0,True,2001\27_main_body.txt
28,https://psb.stanford.edu/psb-online/proceedings/psb01/sengupta.pdf,R. Sengupta and M. Tomp,Quality Control in Manufacturing Oligo Arrays:  A Combinatorial  Design Approach,28.0,True,2001\28_main_body.txt
29,https://psb.stanford.edu/psb-online/proceedings/psb01/waugh.pdf,"A. Waugh, G.A. Williams, L. Wei, and R.B. Altma",Using Metacomputing Tools to Facilitate Large Scale Analyses of  Biological Databases,29.0,True,2001\29_main_body.txt
30,https://psb.stanford.edu/psb-online/proceedings/psb01/chang.pdf,"J.T. Chang, S. Raychaudhuri, and R.B. Altma",Including Biological Literature Improves Homology Search,30.0,True,2001\30_main_body.txt
31,https://psb.stanford.edu/psb-online/proceedings/psb01/ili.pdf,"I. Iliopoulos, A. J. Enright, and C. A. Ouzounis",TEXTQUEST: Document Clustering of MEDLINE Abstracts For Concept  Discovery In Molecular Biology,31.0,True,2001\31_main_body.txt
32,https://psb.stanford.edu/psb-online/proceedings/psb01/jcpark.pdf,"J. C. Park, H. S. Kim, and J. J. Ki",Bidirectional Incremental Parsing for Automatic Pathway Identification with  Combinatory Categorial Grammar,32.0,True,2001\32_main_body.txt
33,https://psb.stanford.edu/psb-online/proceedings/psb01/yakushiji.pdf,"A. Yakushiji, Y. Tateisi, Y. Miyao, and J. Tsuji",Event Extraction from Biomedical Papers Using a Full Parser,33.0,True,2001\33_main_body.txt
34,https://psb.stanford.edu/psb-online/proceedings/psb01/hartemink.pdf,"A.J. Hartemink, D.K. Gifford, T.S. Jaakkola, and R.A. Youn",Using Graphical Models and Genomic Expression Data to Statistically Validate  Models of Genetic Regulatory Networks,34.0,True,2001\34_main_body.txt
35,https://psb.stanford.edu/psb-online/proceedings/psb01/koza.pdf,"J.R. Koza, W. Mydlowec, G. Lanza, J. Yu, and M.A. Kean",Reverse Engineering of Metabolic Pathways from Observed Data Using Genetic Programming,35.0,True,2001\35_main_body.txt
36,https://psb.stanford.edu/psb-online/proceedings/psb01/maki.pdf,"Y. Maki, D. Tominaga, M. Okamoto, S. Watanabe, and Y. Eguch",Development of a System for the Inference of Large Scale Genetic Networks,36.0,True,2001\36_main_body.txt
37,https://psb.stanford.edu/psb-online/proceedings/psb01/regev.pdf,"A. Regev, W. Silverman, and E. Shapir",Representation and Simulation of Biochemical Processes Using the pi- Calculus Process Algebra,37.0,True,2001\37_main_body.txt
38,https://psb.stanford.edu/psb-online/proceedings/psb01/romero.pdf,P.R. Romero and P. Kar,Nutrition-Related Analysis of Pathway/Genome Databases,38.0,True,2001\38_main_body.txt
39,https://psb.stanford.edu/psb-online/proceedings/psb01/stephens.pdf,"M. Stephens, M. Palakal, S. Mukhopadhyay, R. Raje, and J.  Mostaf",Detecting Gene Relations from MEDLINE Abstracts,39.0,True,2001\39_main_body.txt
40,https://psb.stanford.edu/psb-online/proceedings/psb01/tsien.pdf,"C.L. Tsien, T.A. Libermann, X. Gu, and I.S. Kohan",On Reporting Fold Differences,40.0,True,2001\40_main_body.txt
41,https://psb.stanford.edu/psb-online/proceedings/psb01/wessels.pdf,"L.F.A. Wessels, E.P. Van Someren, and M.J.T. Reinder",A Comparison of Genetic Network Models,41.0,True,2001\41_main_body.txt
42,https://psb.stanford.edu/psb-online/proceedings/psb01/wong.pdf,L. Won,"PIES, A Protein Interaction Extraction System",42.0,True,2001\42_main_body.txt
43,https://psb.stanford.edu/psb-online/proceedings/psb01/you.pdf,L. You and J. Yi,Simulating the Growth of Viruses,43.0,True,2001\43_main_body.txt
44,https://psb.stanford.edu/psb-online/proceedings/psb01/be.pdf,"O.R.P. Bininda-Emonds, S.G. Brady, J. Kim, and M.J. Sanderso",Scaling of Accuracy in Extremely Large Phylogenetic Trees,44.0,True,2001\44_main_body.txt
45,https://psb.stanford.edu/psb-online/proceedings/psb01/evans.pdf,P.A. Evans and H.T. Wareha,Exact Algorithms for Computing Pairwise Alignments and 3-Medians From  Structure-Annotated Sequences (Extended Abstract),45.0,True,2001\45_main_body.txt
46,https://psb.stanford.edu/psb-online/proceedings/psb01/jkim.pdf,J. Kim and B.A. Salisbury,A Tree Obscured By Vines:  Horizontal Gene Transfer and the Median Tree  Method of Estimating Species Phylogeny,46.0,True,2001\46_main_body.txt
47,https://psb.stanford.edu/psb-online/proceedings/psb01/moret.pdf,"B.M.E. Moret, S. Wyman, D.A. Bader, T. Warnow, and M. Ya",A New Implmentation and Detailed Study of Breakpoint Analysis,47.0,True,2001\47_main_body.txt
