Title,Authors,Year,DOI,PubMed IDs,Full Authors,distr,Cited By Count
CheXclusion: Fairness gaps in deep chest X-ray classifiers.,"Laleh Seyyed-Kalantari, Guanxiong Liu, Matthew McDermott, Irene Y. Chen, Marzyeh Ghassemi",2021,10.1142/9789811232701_0022,33691020,"{57196222922: 'Laleh Seyyed-Kalantari', 57219505305: 'Guanxiong Liu', 57205550617: 'Matthew B.A. McDermott', 57208439290: 'Irene Y. Chen', 56305414400: 'Marzyeh Ghassemi'}","[1.8341236e-03 4.4734727e-05 4.5226805e-02 4.4734727e-05 3.9013153e-01
 1.7451017e-01 4.4734727e-05 3.1761655e-03 4.8805583e-02 6.7549436e-03
 2.7247921e-01 5.6857836e-02 4.4734727e-05 4.4734727e-05]",116
Incorporation of DNA methylation into eQTL mapping in African Americans.,"Anmol Singh, Yizhen Zhong, Layan Nahlawi, C. Sehwan Park, Tanima De, Cristina Alarcon, and Minoli A. Perera",2021,10.1142/9789811232701_0023,33691021,"{57221324532: 'Anmol Singh', 57208718544: 'Yizhen Zhong', 36717982700: 'Layan Imad Nahlawi', 57205369306: 'C. Sehwan Park', 36436875800: 'Tanima De', 7004927724: 'Cristina AlarcÃ³n', 7005775097: 'M. A. Perera'}","[1.4626782e-03 4.7183166e-05 9.4838170e-03 3.6005473e-01 1.5811080e-01
 5.9497975e-02 2.5247711e-01 4.8174012e-02 1.9345098e-03 4.7183166e-05
 1.8448617e-02 2.7413419e-02 4.7183166e-05 6.2800795e-02]",1
Frequent Subgraph Mining of Functional Interaction Patterns Across Multiple Cancers.,"Arda Durmaz, Tim A. D. Henderson, Gurkan Bebek",2021,10.1142/9789811232701_0025,33691023,"{57216799615: 'Arda Durmaz', 55842247800: 'Tim A.D. Henderson', 23033450500: 'GÃ¼rkan Bebek'}","[3.31301380e-05 1.99112110e-02 3.97892930e-02 4.15816337e-01
 6.95732830e-04 4.54214178e-02 5.66525338e-03 2.27968454e-01
 1.29903272e-01 1.36164855e-02 3.15067582e-02 1.82547048e-02
 5.13848439e-02 3.31301380e-05]",4
Cross-modal representation alignment of molecular structure and perturbation-induced transcriptional profiles.,"Samuel G. Finlayson, Matthew B.A. McDermott, Alex V. Pickering, Scott L. Lipnick, Isaac S. Kohane",2021,10.1142/9789811232701_0026,33691024,"{56329287300: 'Samuel G. Finlayson', 57205550617: 'Matthew B.A. McDermott', 57218141004: 'Alex V. Pickering', 35286011600: 'Scott L. Lipnick', 57203712430: 'Isaac S. Kohane'}","[5.8554310e-02 5.9497975e-02 6.2800795e-02 1.2696990e-01 1.5617628e-02
 1.5386431e-01 4.7183166e-05 4.5814853e-02 4.3455698e-02 6.7519113e-02
 3.5486460e-01 4.7183166e-05 4.7183166e-05 1.0899312e-02]",1
Topological Feature Extraction and Visualization of Whole Slide Images using Graph Neural Networks.,"Joshua Levy, Christian Haudenschild, Clark Barwick, Brock Christensen, Louis Vaickus",2021,10.1142/9789811232701_0027,33691025,"{57212195573: 'Joshua J. Levy', 57222439008: 'Christian Haudenschild', 54910660900: 'Clark Barwick', 8577632600: 'Brock C. Christensen', 57027842200: 'Louis J. Vaickus'}","[1.0894778e-03 2.2527589e-02 3.0610811e-02 1.0300837e-01 1.5850144e-02
 1.0511704e-01 3.5144447e-05 2.1617347e-01 3.7991144e-02 1.5498700e-02
 4.3301469e-01 1.3741477e-02 5.3068115e-03 3.5144447e-05]",31
A multi-scale integrated analysis identifies KRT8 as a pan-cancer early biomarker.,"Madeleine K. D. Scott, Michael G. Ozawa, Pauline Chu, Maneesha Limaye, Viswam S. Nair, Steven Schaffert, Albert C. Koong, Robert West, Purvesh Khatri",2021,10.1142/9789811232701_0028,33691026,"{57194756053: 'Madeleine K.D. Scott', 7202101190: 'Michael G. Ozawa', 7402159466: 'Pauline Chu', 55174078900: 'Maneesha R. Limaye', 35728997300: 'Viswam S. Nair', 8298699300: 'Steven A. Schaffert', 6701338558: 'Albert C. Koong', 36041739200: 'Robert B. West', 7004042184: 'Purvesh J. Khatri'}","[5.8945287e-03 3.6447088e-03 1.0394169e-02 4.0906230e-01 1.8678007e-01
 8.6438090e-02 4.4996403e-05 2.4122570e-01 2.2948165e-03 1.3948884e-03
 1.1294097e-02 3.0192586e-02 2.2948165e-03 9.0442775e-03]",7
Semi-automated NMR Pipeline for Environmental Exposures: New Insights on the Metabolomics of Smokers versus Non-smokers.,"Morris A. Aguilar, John McGuigan, Molly A. Hall",2021,10.1142/9789811232701_0030,33691028,"{57210899630: 'Morris A. Aguilar', 57212675390: 'John McGuigan', 56320585000: 'Molly A. Hall'}","[2.63803136e-02 5.90719283e-02 7.08772317e-02 1.21276796e-01
 3.55112612e-01 7.63258338e-02 9.53505281e-04 1.33990198e-01
 1.82074104e-02 6.40210742e-03 4.63585183e-02 6.31583780e-02
 2.18398105e-02 4.54050169e-05]",1
How Much Does the (Social) Environment Matter? Using Artificial Intelligence to Predict COVID-19 Outcomes with Socio-demographic Data.,"Christos A. Makridis, Anish Mudide, Gil Alterovitz",2021,10.1142/9789811232701_0031,33691029,"{56835546000: 'Christos Andreas Makridis', 57219760495: 'Anish Mudide', 6505925601: 'Gil Alterovitz'}","[1.1230907e-04 2.0327942e-02 5.9636116e-02 1.1230907e-04 4.4597933e-01
 3.5388589e-01 1.1230907e-04 1.1230907e-04 1.1230907e-04 4.6046716e-03
 3.7174299e-02 6.8620838e-02 9.0970350e-03 1.1230907e-04]",0
Training data composition affects performance of protein structure analysis algorithms.,"Alexander Derry, Kristy A. Carpenter, Russ B. Altman",2022,10.1142/9789811250477_0002,34890132,"{57217069871: 'Alexander Derry', 57205028633: 'Kristy A. Carpenter', 7202798518: 'Russ B. Altman'}","[3.3346206e-01 8.1960186e-03 9.4833514e-03 1.3302438e-03 3.4800895e-02
 2.2446790e-01 4.2911091e-05 1.1199795e-02 4.8961554e-02 4.2911091e-05
 3.0299520e-01 4.2911091e-05 2.4931343e-02 4.2911091e-05]",2
Transferability of Geometric Patterns from Protein Self-Interactions to Protein-Ligand Interactions.,"Antoine Koehl, Milind Jagota, Dan D. Erdmann-Pham, Alexander Fung, Yun S. Song",2022,10.1142/9789811250477_0003,34890133,"{56592782800: 'Antoine Koehl', 56644908600: 'Milind Jagota', 57076943200: 'Dan Daniel Erdmann-Pham', 57344487800: 'Alexander Fung', 35231093900: 'Yun S. Song'}","[4.9788547e-01 3.2637676e-03 5.1990442e-02 3.3143330e-02 5.0565414e-04
 1.9771078e-01 4.5968562e-05 4.5554843e-02 3.4522388e-02 3.3143330e-02
 5.3369496e-02 4.5968562e-05 4.8772641e-02 4.5968562e-05]",2
Interpreting Potts and Transformer Protein Models Through the Lens of Simplified Attention.,"Nicholas Bhattacharya, Neil Thomas, Roshan Rao, Justas Dauparas, Peter K. Koo, David Baker, Yun S. Song, Sergey Ovchinnikov",2022,10.1142/9789811250477_0004,34890134,"{57209721347: 'Nicholas Bhattacharya', 57218718396: 'Neil Thomas', 57207874951: 'Roshan Rao', 57200337680: 'Justas Dauparas', 55924625400: 'Peter K. Koo', 55463548900: 'David A. Baker', 35231093900: 'Yun S. Song', 57218670007: 'Sergey Ovchinnikov'}","[1.5834805e-01 8.0977619e-04 6.6990578e-03 7.3616022e-05 7.3616022e-05
 1.3773558e-01 7.3616022e-05 7.3616022e-05 8.4732033e-02 3.9826263e-02
 4.3956122e-01 7.3616022e-05 4.7187865e-02 8.4732033e-02]",5
Side-chain Packing Using SE(3)-Transformer.,"Akhil Jindal, Yimin Zhu, Sergey Kotelnikov, Rezaul Chowdhury, Sandor Vajda, Dzmitry Padhorny, Dima Kozakov",2022,10.1142/9789811250477_0005,34890135,"{57310691800: 'Akhil Jindal', 57204658384: 'Sergei Kotelnikov', 56734564300: 'Dzmitry N. Padhorny', 8695707200: 'Dima V. Kozakov', 57224628233: 'Yimin Zhu', 7101767071: 'Rezaul Alam Chowdhury', 7005156142: 'SÃ¡ndor Vajda'}","[3.4856272e-01 1.6139394e-02 5.8695998e-02 8.0295489e-05 1.6862052e-03
 3.7016217e-02 6.5039345e-03 8.0295489e-05 5.6287136e-02 2.2563031e-02
 3.3491248e-01 3.3804398e-02 8.3587602e-02 8.0295489e-05]",2
DeepVASP-E: A Flexible Analysis of Electrostatic Isopotentials for Finding and Explaining Mechanisms that Control Binding Specificity.,"Felix M. Quintana, Zhaoming Kong, Lifang He, Brian Y. Chen",2022,10.1142/9789811250477_0006,34890136,"{57273616000: 'Felix M. Quintana', 57199168311: 'Zhaoming Kong', 55141799000: 'Lifang He', 8700933600: 'Brian Yuan Chen'}","[0.2740628  0.07142857 0.06636272 0.00050659 0.20820668 0.0106383
 0.00050659 0.00557244 0.03090172 0.06636272 0.10182371 0.00050659
 0.16261397 0.00050659]",2
A new Mendelian Randomization method to estimate causal effects of multivariable brain imaging exposures.,"Chen Mo, Zhenyao Ye, Hongjie Ke, Tong Lu, Travis Canida, Song Liu, Qiong Wu, Zhiwei Zhao, Yizhou Ma, L. Elliot Hong, Peter Kochunov, Tianzhou Ma, Shuo Chen",2022,10.1142/9789811250477_0008,34890138,"{57218935298: 'Chen Mo', 57221799144: 'Zhenyao Ye', 57221859830: 'Hongjie Ke', 57343086600: 'Tong Lu', 57191631023: 'Travis A. Canida', 57191659051: 'Song Liu', 57954611100: 'Qiong Wu', 57221869760: 'Zhiwei Zhao', 57223404578: 'Yizhou Ma', 57200164603: 'Liyi Elliot Hong', 55894435200: 'Peter V. Kochunov', 56447708600: 'Tianzhou Ma', 57194046164: 'Shuo Chen'}","[5.3039144e-05 3.4528479e-02 2.9754957e-02 1.5964782e-02 2.7373499e-01
 2.5835365e-01 1.5174499e-01 1.5121460e-01 6.3700005e-02 5.3039144e-05
 8.5393023e-03 1.2252042e-02 5.3039144e-05 5.3039144e-05]",6
Efficient Differentially Private Methods for a Transmission Disequilibrium Test in Genome Wide Association Studies.,"Akito Yamamoto, Tetsuo Shibuya",2022,10.1142/9789811250477_0009,34890139,"{57325715400: 'Akito Yamamoto', 35622510400: 'Tetsuo Shibuya'}","[6.4209577e-05 5.0147679e-02 6.4209577e-05 7.0630538e-04 4.6295106e-02
 4.2192113e-01 1.9654553e-01 1.9904969e-03 2.2929241e-01 1.6758701e-02
 3.3453189e-02 2.6325926e-03 6.4209577e-05 6.4209577e-05]",3
Identifying imaging genetic associations via regional morphometricity estimation.,"Jingxuan Bao, Zixuan Wen, Mansu Kim, Andrew J. Saykin, Paul M. Thompson, Yize Zhao, Li Shen, for the Alzheimer's Disease Neuroimaging Initiative",2022,10.1142/9789811250477_0010,34890140,"{57286091400: 'Jingxuan Bao', 57404572900: 'Zixuan Wen', 56742455000: 'Mansu Kim', 57218790347: 'Andrew J. Saykin', 57220772730: 'Paul M. Thompson', 55635418400: 'Yize Zhao', 57742717700: 'Li Shen'}","[5.6357079e-05 5.6357079e-05 6.1992789e-04 2.5980612e-02 6.9939129e-02
 1.3080478e-01 3.1621954e-01 3.5510594e-01 4.8523445e-02 2.0908475e-02
 2.5980612e-02 4.5649237e-03 1.1834985e-03 5.6357079e-05]",3
Identifying highly heritable brain amyloid phenotypes through mining Alzheimer's imaging and sequencing biobank data.,"Jingxuan Bao, Zixuan Wen, Mansu Kim, Xiwen Zhao, Brian N. Lee, Sang-Hyuk Jung, Christos Davatzikos, Andrew J. Saykin, Paul M. Thompson, Dokyoon Kim, Yize Zhao, Li Shen, for the AlzheimerÃ¢ÂÂs Disease Neuroimaging Initiative",2022,10.1142/9789811250477_0011,34890141,"{57286091400: 'Jingxuan Bao', 57404572900: 'Zixuan Wen', 56742455000: 'Mansu Kim', 57285623400: 'Xiwen Zhao', 57219788695: 'Brian N. Lee', 57221354711: 'Sang-hyuk Jung', 57200155184: 'Christos Davatzikos', 57218790347: 'Andrew J. Saykin', 57220772730: 'Paul M. Thompson', 55759503300: 'Dokyoon Kim', 55635418400: 'Yize Zhao', 57742717700: 'Li Shen'}","[5.6999543e-05 1.1456909e-02 2.3426812e-02 9.7469222e-03 1.3742590e-01
 8.6696312e-02 2.4857502e-01 4.0703371e-01 4.1666664e-02 5.6999543e-05
 1.7156864e-02 1.6586868e-02 5.6999543e-05 5.6999543e-05]",4
"Effects of ApoE4 and ApoE2 genotypes on subcortical magnetic susceptibility and microstructure in 27,535 participants from the UK Biobank.","Talia M. Nir, Alyssa H. Zhu, Iyad Ba Gari, Daniel Dixon, Tasfiya Islam, Julio E. Villalon-Reina, Sarah E. Medland, Paul M. Thompson, Neda Jahanshad",2022,10.1142/9789811250477_0012,34890142,"{55628341300: 'Talia M. Nir', 56327140400: 'Alyssa H. Zhu', 57220088492: 'Iyad Ba Gari', 57360615000: 'Daniel Dixon', 57222016899: 'Tasfiya Islam', 55776361200: 'Julio E. Villalon-Reina', 34571085600: 'Sarah Elizabeth Medland', 57220772730: 'Paul M. Thompson', 8517650500: 'Neda Jahanshad'}","[2.3228211e-02 3.9052784e-02 5.1429863e-03 5.1429863e-03 3.4311065e-01
 5.4312196e-02 1.6621454e-01 2.8489885e-01 5.6516332e-05 5.6516332e-05
 4.8095398e-02 9.6642934e-03 2.0402394e-02 6.2167965e-04]",7
Separating Clinical and Subclinical Depression by Big Data Informed Structural Vulnerability Index and Its impact on Cognition: ENIGMA Dot Product.,"Peter Kochunov, Yizhou Ma, Kathryn S. Hatch, Si Gao, Lianne Schmaal, Neda Jahanshad, Paul M. Thompson, Bhim M. Adhikari, Heather Bruce, Joshua Chiappelli, Andrew Van der vaart, Eric L. Goldwaser, Aris Sotiras, Tianzhou Ma, Shuo Chen, Thomas E. Nichols, L. Elliot Hong",2022,10.1142/9789811250477_0013 ,34890143,"{55894435200: 'Peter V. Kochunov', 57223404578: 'Yizhou Ma', 57216971908: 'Kathryn S. Hatch', 57226219359: 'Lianne Schmaal', 8517650500: 'Neda Jahanshad', 57220772730: 'Paul M. Thompson', 35725098200: 'Bhim Mani Adhikari', 57188934170: 'Heather A. Bruce', 6506973168: 'Joshua John Chiappelli', 37666298200: 'Andrew D. van der Vaart', 56660553700: 'Eric Luria Goldwaser', 35146703900: 'Aris Sotiras', 56447708600: 'Tianzhou Ma', 57194046164: 'Shuo Chen', 57216983770: 'Thomas E. Nichols', 57200164603: 'Liyi Elliot Hong'}","[3.53620239e-02 3.19995508e-02 5.60412482e-05 3.41851590e-03
 3.51995051e-01 1.64256901e-01 5.60412482e-05 2.49439582e-01
 5.60412482e-05 1.57475900e-02 3.98453251e-02 1.07655235e-01
 5.60412482e-05 5.60412482e-05]",3
Separating Clinical and Subclinical Depression by Big Data Informed Structural Vulnerability Index and Its impact on Cognition: ENIGMA Dot Product.,"Peter Kochunov, Yizhou Ma, Kathryn S. Hatch, Si Gao, Lianne Schmaal, Neda Jahanshad, Paul M. Thompson, Bhim M. Adhikari, Heather Bruce, Joshua Chiappelli, Andrew Van der vaart, Eric L. Goldwaser, Aris Sotiras, Tianzhou Ma, Shuo Chen, Thomas E. Nichols, L. Elliot Hong",2022,10.1142/9789811250477_0013 ,34890143,"{55894435200: 'Peter V. Kochunov', 57223404578: 'Yizhou Ma', 57216971908: 'Kathryn S. Hatch', 57226219359: 'Lianne Schmaal', 8517650500: 'Neda Jahanshad', 57220772730: 'Paul M. Thompson', 35725098200: 'Bhim Mani Adhikari', 57188934170: 'Heather A. Bruce', 6506973168: 'Joshua John Chiappelli', 37666298200: 'Andrew D. van der Vaart', 56660553700: 'Eric Luria Goldwaser', 35146703900: 'Aris Sotiras', 56447708600: 'Tianzhou Ma', 57194046164: 'Shuo Chen', 57216983770: 'Thomas E. Nichols', 57200164603: 'Liyi Elliot Hong'}",,3
Generalizing Few-Shot Classification of Whole-Genome Doubling Across Cancer Types.,"Sherry Chao, David Belanger",2022,10.1142/9789811250477_0014,34890144,"{58386232400: 'Sherry X. Chao', 36622170800: 'David Belanger'}","[5.0265039e-04 1.0098703e-02 1.1469567e-02 8.1840619e-02 6.4933293e-02
 1.1337051e-01 1.2383477e-02 2.8833851e-02 1.5582160e-02 4.5695488e-05
 6.5531898e-01 5.0721993e-03 5.0265039e-04 4.5695488e-05]",4
Multitask group Lasso for Genome Wide association Studies in diverse populations.,"Asma Nouira, ChloÃÂ©-Agathe Azencottt",2022,10.1142/9789811250477_0016,34890146,"{57267576800: 'Asma Nouira', 16644899600: 'ChloÃ© Agathe Azencott'}","[5.0699655e-05 6.1346586e-03 3.5540458e-02 5.1206653e-03 3.8075440e-02
 2.6520988e-01 3.5089231e-01 9.2831068e-02 7.3565200e-02 5.0699655e-05
 1.3237680e-01 5.0699655e-05 5.0699655e-05 5.0699655e-05]",3
Mixed Effects Machine Learning Models for Colon Cancer Metastasis Prediction using Spatially Localized Immuno-Oncology Markers.,"Joshua J. Levy, Carly A. Bobak, Mustafa Nasir-Moin, Eren M. Veziroglu, Scott M. Palisoul, Rachael E. Barney, Lucas A. Salas, Brock C. Christensen, Gregory J. Tsongalis, Louis J. Vaickus",2022,10.1142/9789811250477_0017,34890147,"{57212195573: 'Joshua J. Levy', 57203320469: 'Carly A. Bobak', 57219328788: 'Mustafa Nasir-Moin', 57194768932: 'Eren M. Veziroglu', 57218203424: 'Scott M. Palisoul', 57221711187: 'Rachael E. Barney', 55354465100: 'Lucas A. Salas', 8577632600: 'Brock C. Christensen', 7005314192: 'Gregory J. Tsongalis', 57027842200: 'Louis J. Vaickus'}","[8.0618188e-03 1.2076002e-02 2.9805312e-02 4.6531081e-02 1.0841641e-01
 1.7364688e-01 1.7093731e-02 2.0709841e-01 1.4083094e-02 3.3451532e-05
 3.2016459e-01 1.3079547e-02 4.3185927e-02 6.7237578e-03]",6
Improving QSAR Modeling for Predictive Toxicology using Publicly Aggregated Semantic Graph Data and Graph Neural Networks.,"Joseph D. Romano, Yun Hao, Jason H. Moore",2022,10.1142/9789811250477_0018,34890148,"{56973486800: 'Joseph D. Romano', 57051940500: 'Yun Hao', 7405241093: 'Jason H. Moore'}","[2.2266854e-03 8.3871819e-02 4.2830948e-02 1.4455990e-01 5.9421942e-02
 9.8716386e-02 4.8026547e-04 4.3660497e-05 1.0264584e-01 9.3913734e-02
 3.1832868e-01 2.8859589e-02 2.4056934e-02 4.3660497e-05]",6
CAMML: Multi-Label Immune Cell-Typing and Stemness Analysis for Single-Cell RNA-sequencing.,"Courtney Schiebout, H. Robert Frost",2022,10.1142/9789811250477_0019,34890149,"{57204694587: 'Courtney T. Schiebout', 55192934600: 'Hildreth Robert Frost'}","[4.2984873e-05 8.2101105e-03 1.1648900e-02 2.6263755e-02 1.2508597e-02
 1.5006019e-01 2.6263755e-02 4.9866748e-01 4.3027855e-02 4.7713211e-03
 1.9605400e-01 4.2984873e-05 1.7623797e-03 2.0675723e-02]",5
Reconciling Signaling Pathway Databases with Network Topologies.,"Tobias Rubel, Pramesh Singh, Anna Ritz",2022,10.1142/9789811250477_0020,34890150,"{57220121562: 'Tobias Rubel', 57189235735: 'Pramesh Singh', 23475508700: 'Anna M. Ritz'}","[6.3043805e-03 5.9357029e-03 4.3172099e-02 3.7682495e-01 2.6176081e-03
 1.2612447e-01 3.6867721e-05 9.3680881e-02 1.9580445e-01 9.5892943e-02
 3.8747974e-02 3.6867721e-05 1.4415278e-02 4.0554494e-04]",5
Interpretable deep learning prediction of 3d assessment of cardiac function.,"Grant Duffy, Ishan Jain, Bryan He, David Ouyang",2022,10.1142/9789811250477_0022,34890152,"{57225908665: 'Grant Duffy', 57219141009: 'Ishan Jain', 56939711300: 'Bryan Dawei He', 55211726800: 'David Ouyang'}","[5.3809730e-05 1.6196728e-02 1.8623547e-01 5.3809730e-05 1.1036376e-01
 1.5717822e-01 2.7442961e-03 1.6196728e-02 1.7272921e-02 6.5109772e-03
 3.8856003e-01 6.7854069e-02 2.3191992e-02 7.5871721e-03]",8
Predicting Visuo-Motor Diseases From Eye Tracking Data.,"Kailas Vodrahalli, Maciej Filipkowski, Tiffany Chen, James Zou, Yaping Joyce Liao",2022,10.1142/9789811250477_0023,34890153,"{57210640380: 'Kailas Vodrahalli', 57404906300: 'Maciej Filipkowski', 57198870040: 'Tiffany A. Chen', 26326649300: 'James Y. Zou', 15028945200: 'Yaping Joyce Liao'}","[2.0222946e-03 2.9150635e-02 8.4887050e-02 4.9324259e-05 5.8745191e-02
 1.5838020e-01 4.9324259e-05 3.2603335e-02 5.1346552e-02 5.4256682e-04
 3.4334615e-01 2.2151524e-01 4.9324259e-05 1.7312814e-02]",5
Identifying Cell Type-Specific Chemokine Correlates with Hierarchical Signal Extraction from Single-Cell Transcriptomes.,"Sherry Chao, Michael P. Brenner, Nir Hacohen",2022,10.1142/9789811250477_0024,34890154,"{58386232400: 'Sherry X. Chao', 54790524400: 'Michael P. Brenner', 57216595480: 'Nir Hacohen'}","[4.2383661e-05 2.3777232e-02 3.0092397e-03 7.1246929e-02 1.3605154e-02
 1.2507418e-01 4.2383661e-05 3.2512504e-01 2.3353396e-02 4.2383661e-05
 3.8403833e-01 4.2383661e-05 1.5724337e-02 1.4876664e-02]",2
Hierarchical Gaussian Processes and Mixtures of Experts to Model COVID-19 Patient Trajectories.,"Sunny Cui, Elizabeth C. Yoo, Didong Li, Krzysztof Laudanski, Barbara E. Engelhardt",2022,10.1142/9789811250477_0025,34890155,"{57219823293: 'Sunny Cui', 57226685715: 'Elizabeth C. Yoo', 55763516100: 'Didong Li', 6602709670: 'Krzysztof LaudaÅski', 57222222382: 'Barbara E. Engelhardt'}","[5.4963173e-05 5.9964821e-02 2.7536549e-02 1.1542266e-03 1.8747939e-01
 3.5071999e-01 5.4963173e-05 5.6117401e-02 4.2376608e-02 3.3527536e-03
 1.1108058e-01 1.5670002e-01 5.4963173e-05 3.3527536e-03]",3
De novo Prediction of Cell-Drug Sensitivities Using Deep Learning-based Graph Regularized Matrix Factorization.,"Shuangxia Ren, Yifeng Tao, Ke Yu, Yifan Xue, Russell Schwartz, Xinghua Lu",2022,10.1142/9789811250477_0026,34890156,"{55012509800: 'Shuangxia Ren', 57207710085: 'Yifeng Tao', 57212177474: 'Ke Yu', 57210367289: 'Yifan Xue', 16647496700: 'Russell S. Schwartz', 12799008300: 'Xinghua Lu'}","[3.83670995e-05 3.83670995e-05 3.95564772e-02 3.52631986e-01
 1.15484968e-02 7.17848390e-02 3.83670995e-05 1.08233586e-01
 7.06338286e-02 3.07320450e-02 2.93162972e-01 2.15239413e-02
 3.83670995e-05 3.83670995e-05]",5
Clinical Recommender Algorithms to Simulate Digital Specialty Consultations.,"Morteza Noshad, Ivana Jankovic, Jonathan H. Chen",2022,10.1142/9789811250477_0027,34890157,"{50062249300: 'Morteza Noshad', 57218621183: 'Ivana Jankovic', 57112911000: 'Jonathan H. Chen'}","[1.7593244e-04 1.7593244e-04 1.0925404e-01 1.7593244e-04 1.9897959e-01
 2.8325122e-02 1.7593244e-04 1.0731879e-02 3.8881067e-02 1.9546093e-01
 1.7083038e-01 2.4472202e-01 1.9352569e-03 1.7593244e-04]",2
A Novel Approach for Time Series Forecasting of Influenza-like Illness Using a Regression Chain Method.,"Nooriyah Poorawala-Lohani, Patricia Riddle, Mehnaz Adnan, JÃÂ¶rg Wicker",2022,10.1142/9789811250477_0028,34890158,"{57207128658: 'Nooriyah Poonawala-Lohani', 8948904700: 'Patricia Jean Riddle', 25824715000: 'Mehnaz Adnan', 24176404000: 'JÃ¶rg S. Wicker'}","[1.32349301e-02 1.85989946e-01 3.54993008e-02 4.12303161e-05
 1.22907571e-01 2.60204494e-01 4.12303161e-05 4.12303161e-05
 3.87977250e-02 7.05038384e-03 2.13614240e-01 1.22495264e-01
 4.12303161e-05 4.12303161e-05]",3
A Method for Localizing Non-Reference Sequences to the Human Genome.,"Brianna Sierra Chrisman, Kelley M Paskov, Chloe He, Jae-Yoon Jung, Nate Stockham, Peter Yigitcan Washington, Dennis Paul Wall",2022,10.1142/9789811250477_0029,34890159,"{57207466293: 'Brianna Sierra Chrisman', 55991998800: 'Kelley Marie Paskov', 57404983200: 'Chloe He', 36647501900: 'Jae-yoon Jung', 57202464121: 'Nathaniel Tyler Stockham', 57191498961: 'Peter Yigitcan Washington', 7202196193: 'Dennis Paul Wall'}",,3
netCRS: Network-based comorbidity risk score for prediction of myocardial infarction using biobank-scaled PheWAS data.,"Yonghyun Nam, Sang-Hyuk Jung, Anurag Verma, Vivek Sriram, Hong-Hee Won, Jae-Seung Yun, Regeneron Genetics Center, Dokyoon Kim",2022,10.1142/9789811250477_0030,34890160,"{56023641700: 'Yonghyun Nam', 57221354711: 'Sang-hyuk Jung', 56045118100: 'Anurag Verma', 57221342302: 'Vivek Sriram', 34573851600: 'Hong-hee Won', 55295353700: 'Jae-seung Yun', 55759503300: 'Dokyoon Kim'}","[4.1642379e-05 1.5449321e-02 4.1642379e-05 9.8734081e-02 1.7077538e-01
 1.2705089e-01 1.9992505e-01 4.1642379e-05 2.5027068e-02 4.1642379e-05
 1.7577247e-01 1.8285169e-01 4.2058802e-03 4.1642379e-05]",5
CloudPred: Predicting Patient Phenotypes From Single-cell RNA-seq.,"Bryan He, Matthew Thomson, Meena Subramaniam, Richard Perez, Chun Jimmie Ye, James Zou",2022,10.1142/9789811250477_0031,34890161,"{56939711300: 'Bryan Dawei He', 26647888000: 'Matt W. Thomson', 56720938600: 'Meena Subramaniam', 57219667119: 'Richard K. Perez', 57203988083: 'Chun Jimmie Ye', 26326649300: 'James Y. Zou'}","[5.0776885e-05 1.2744999e-02 5.5854575e-04 3.9148979e-02 3.9656747e-02
 1.6964558e-01 7.1646191e-02 1.8081649e-01 4.7781050e-02 5.0776885e-05
 3.8950947e-01 4.8288818e-02 5.0776885e-05 5.0776885e-05]",5
Nonlinear post-selection inference for genome-wide association studies.,"Lotfi Slim, ClÃÂ©ment Chatelain, ChloÃÂ©-Agathe Azencott",2022,10.1142/9789811250477_0032,34890162,"{57215330688: 'Lotfi Slim', 57202550836: 'ClÃ©ment Chatelain', 16644899600: 'ChloÃ© Agathe Azencott'}","[4.77463727e-05 4.34969440e-02 4.87490483e-02 4.77463727e-05
 9.26757157e-02 3.37614596e-01 2.06789553e-01 7.54870176e-02
 8.40813667e-02 5.25210111e-04 1.02702454e-01 4.77463727e-05
 4.77463727e-05 7.68716633e-03]",1
Evaluation of Sex-Aware PrediXcan Models for Predicting Gene Expression.,"Emily Mahoney, Vaibhav Janve, Timothy J. Hohman, Logan Dumitrescu",2022,10.1142/9789811250477_0033,34890163,"{57210288017: 'Emily R. Mahoney', 37026161800: 'Vaibhav A. Janve', 57211697123: 'Timothy J. Hohman', 36767088000: 'Logan C. Dumitrescu'}","[5.1562340e-05 5.1562340e-05 4.6921731e-03 5.8832627e-02 5.2804989e-01
 1.0936372e-01 9.6988760e-02 9.9051252e-02 5.1562340e-05 5.1562340e-05
 8.1520058e-02 3.1453026e-03 5.1562340e-05 1.8098380e-02]",3
Multi-Omic Graph Transformers for Cancer Classification and Interpretation.,"Emily Kaczmarek, Amoon Jamzad, Tashifa Imtiaz, Jina Nanayakkara, Neil Renwick, Parvin Mousavi",2022,10.1142/9789811250477_0034,34890164,"{57213268746: 'Emily Kaczmarek', 55027358800: 'Amoon Jamzad', 57405368600: 'Tashifa Imtiaz', 57219050125: 'Jina Nanayakkara', 6602727531: 'Neil Renwick', 16176026900: 'Parvin Mousavi'}","[3.9086932e-05 2.8963415e-02 4.5770794e-02 4.4093966e-01 3.9477800e-03
 8.7202944e-02 3.9086932e-05 1.4892120e-02 7.0786431e-02 3.9086932e-05
 2.9983583e-01 3.9086932e-05 3.5569109e-03 3.9477800e-03]",7
